id,click,hour,C1,C2,C3,C4,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_os,device_make,device_model,device_type,device_conn_type,device_geo_country,C20,C21,C22,C23,C24
10044749434558991931,0,14100100,1005,0,861a6501,fd5b1dd9,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,cec6a253,c31b3236,a608b9c4,316e8acd,1,0,38fed710,16989,320,50,1926,3,35,-1,13
10044849450826196433,0,14100100,1005,0,39f5db2b,9abf937b,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,c4941be6,2f3f71f2,36dfa7ba,310c0250,1,0,959848ca,14903,320,50,1622,3,175,100156,42
10044914238121447239,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,204456fa,f156d5b5,7e5068fc,d41d8cd9,ea5ca385,c31b3236,fe546279,46aa30a5,1,0,b74df323,6558,320,50,571,3,39,-1,32
10044915271194394023,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,3a71bbec,85262c2b,7e5068fc,4a16c00f,0509c790,c31b3236,c1aafc7e,47334044,1,0,b3cd915d,17016,320,50,1873,3,35,-1,23
10044953666010886195,0,14100100,1005,1,decb8e94,c52e3115,49d2d84e,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,26dcb974,c31b3236,fe546279,e8ff4718,1,0,0b3b97fa,16859,320,50,1887,3,39,-1,23
1004495617193709586,0,14100100,1005,1,1b0831c0,f7d188b6,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,36e4385d,c31b3236,fe546279,2e8c1934,1,0,13b5bfe9,16208,320,50,1800,3,47,-1,23
10045011948379782441,0,14100100,1005,1,e03fcd50,5ba818dd,49d2d84e,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,27bc0545,c31b3236,fe546279,e95605bc,1,0,0b3b97fa,16858,320,50,1887,3,39,-1,23
10045081381582452890,0,14100100,1002,0,d41d8cd9,d41d8cd9,d41d8cd9,4827339b,d41d8cd9,d41d8cd9,65c74758,99067f7e,c31b3236,0c23a8bf,5e2bab0e,0,0,674f3384,16478,320,50,1844,3,45,100221,112
10045092016082137461,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,7ddd1e29,85262c2b,a89b3dd2,d41d8cd9,fa3a37b2,c31b3236,fe546279,b2bf2380,1,0,e22428cc,12026,320,50,1248,2,39,-1,13
10045153750495907148,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,2e1b2335,c31b3236,fe546279,6f4eaee3,1,0,c12e01f2,17037,320,50,1934,2,35,100148,16
10045169527765386534,0,14100100,1005,1,eaef6a61,58df4e67,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,f62228b1,c31b3236,fe546279,56c3dc6b,1,0,b6bb43df,16615,320,50,1863,3,39,100188,23
10045227010183261351,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,8f3b3496,c31b3236,fe546279,13c895be,1,0,dfed5bc1,17037,320,50,1934,2,35,100217,16
10045342360673717390,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,31ff5621,c31b3236,f3c0fa6b,168c3ce9,1,0,35ea51ba,17037,320,50,1934,2,35,-1,16
10045458980621574263,0,14100100,1005,0,2c6158c9,5bc57ff6,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,158ae278,c31b3236,fe546279,aeed4aa4,1,0,da984e42,14940,320,50,1633,3,39,100131,23
10045685090732270589,0,14100100,1005,0,a70a17e5,9053076b,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,c6e4a685,c31b3236,fe546279,d6f93594,1,0,13b5bfe9,16554,320,50,1850,2,303,-1,33
10045733606204694415,0,14100100,1005,0,2d313d37,77d23efb,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,c91c2595,c31b3236,3d517f89,dbe1af4c,1,0,13b5bfe9,16071,320,50,1784,0,175,-1,95
1004576464719837296,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ca1502d1,96b73ddc,db4fcb5b,d41d8cd9,73d10538,c31b3236,75e9b18f,7678bcb6,1,0,3d26b0b1,16966,320,50,1919,0,169,100109,17
10045784787410567053,0,14100100,1005,0,de4d6951,53004e81,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,5e00eeac,2f3f71f2,36dfa7ba,697bed20,1,0,959848ca,14903,320,50,1622,3,175,100156,42
10045791715303932696,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,cdf473ed,85262c2b,db4fcb5b,29db575b,36767416,c31b3236,fe546279,6e702641,1,0,3d26b0b1,16967,320,50,1919,0,169,100109,17
10045808331666395585,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,7ddd1e29,85262c2b,a89b3dd2,d41d8cd9,c7324801,c31b3236,fe546279,2dcae509,1,0,b74df323,487,320,50,110,2,35,-1,16
10045836112420752364,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,3a71bbec,85262c2b,7e5068fc,907ec363,54d97126,c31b3236,fe546279,6a7baf37,1,0,dcf0d7d2,17016,320,50,1873,3,35,-1,23
10045877235871720500,0,14100100,1005,0,de4d6951,53004e81,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,036e68bc,2f3f71f2,36dfa7ba,697bed20,1,0,959848ca,14903,320,50,1622,3,175,100156,42
10045940222149104465,0,14100100,1005,0,14676398,c43c27cc,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,44a3157e,c31b3236,026af9dc,39275723,1,0,13b5bfe9,15908,320,50,1752,3,297,100081,82
10046025200071809641,0,14100100,1005,0,0c54586d,09d97421,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,2ecdd81e,c31b3236,fe546279,1c344a58,1,0,c12e01f2,10704,320,50,1069,3,35,100148,23
1004606592868255463,0,14100100,1005,0,5fa09cb7,8704e43a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d4402821,c31b3236,3d517f89,3e238c9b,1,0,b80bb774,16959,320,50,1916,2,39,-1,117
10046103999408292279,0,14100100,1005,1,b01fd8c0,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d5e862d3,2f3f71f2,36dfa7ba,381f267c,1,0,959848ca,14915,320,50,1623,3,175,100156,42
10046208239274285156,1,14100100,1005,1,5fa09cb7,8704e43a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,f3fa72df,c31b3236,e389a212,7240a5d2,1,0,b80bb774,16959,320,50,1916,2,39,100083,117
10046254419761660482,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,58fc8512,c31b3236,f3c0fa6b,6504b7ee,1,0,3d26b0b1,17037,320,50,1934,2,35,100111,16
1004640043069138340,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ca1502d1,96b73ddc,db4fcb5b,d41d8cd9,ff3351a2,c31b3236,33561003,5db18e3d,1,0,3d26b0b1,16966,320,50,1919,0,169,100108,17
10046439991013500572,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,94ad046a,c31b3236,f3c0fa6b,da869f7c,1,0,ab6c0400,17037,320,50,1934,2,35,-1,16
10046440639794499024,1,14100100,1005,0,f701c177,3a052b8a,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,67bfd8e7,c31b3236,fe546279,2e8c1934,1,0,d0fa06cd,16554,320,50,1850,2,303,-1,33
10046506729002694800,1,14100100,1005,0,9ec6c3bb,a8427f38,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,816a0b7d,c31b3236,0c23a8bf,a7a4ccc5,1,0,13b5bfe9,16557,320,50,1850,2,303,100077,33
10046607184004976079,0,14100100,1005,1,d22451da,7c429b8a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,66b9208e,c31b3236,fe546279,543663ac,1,0,13b5bfe9,16870,216,36,1893,0,175,100075,95
10046656731545945807,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,e1c5f74c,c31b3236,f3c0fa6b,22fd16ea,1,0,5e08be98,17037,320,50,1934,2,35,-1,16
10046744283140277161,0,14100100,1010,1,d41d8cd9,d41d8cd9,d41d8cd9,197e342c,d41d8cd9,7e5068fc,e0e9373a,2b4d012a,c31b3236,a608b9c4,d41d8cd9,4,2,3d26b0b1,11360,320,50,1179,3,559,100111,23
1004675176077321415,0,14100100,1005,0,2c6158c9,5bc57ff6,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,ad270d6f,c31b3236,fe546279,428896fb,1,0,eb5e48e7,487,320,50,110,2,35,-1,16
10046807227511285230,0,14100100,1005,1,86e7ce37,5fe0bcf8,db4fcb5b,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,9acdef7e,c31b3236,a608b9c4,457fbd5a,1,0,0b3b97fa,16731,320,50,1876,2,291,100194,33
10046815900985588003,1,14100100,1005,0,a70a17e5,9053076b,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,431486e9,c31b3236,cf5bf2ab,1669048b,1,0,cf3fc916,16564,320,50,1850,2,303,-1,33
10046899042978379666,0,14100100,1002,0,3d69cd1a,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,6e131282,5a5ef16c,c31b3236,fe546279,d80d7e20,0,0,0b3b97fa,16725,320,50,1876,2,291,-1,33
10047169344246539726,1,14100100,1005,1,2a42cbee,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,f62e312a,c31b3236,fe546279,010ac063,1,0,dc634e20,16712,320,50,1875,2,291,100021,33
10047292058754693056,0,14100100,1005,1,d22451da,7c429b8a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,65a0cb51,08145b8c,0c23a8bf,7067d000,1,0,13b5bfe9,16039,320,50,1780,0,1705,100077,48
10047581144927482180,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,a33f66ee,c31b3236,3d517f89,dbe1af4c,1,0,ab6c0400,17037,320,50,1934,2,35,-1,16
10047607730599780840,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ca1502d1,96b73ddc,db4fcb5b,d41d8cd9,31549e7d,c31b3236,fe546279,ccb6a34c,1,0,3d26b0b1,16966,320,50,1919,0,169,100108,17
10047636034068713947,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,10800335,c31b3236,46e1fbe5,9b54b5e2,1,0,eb5e48e7,17037,320,50,1934,2,35,-1,16
10047671145394426238,1,14100100,1005,1,1b0831c0,f7d188b6,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,613c368a,c31b3236,c1aafc7e,97d879d4,1,2,d0fa06cd,487,320,50,110,2,35,-1,16
1004770199666654009,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,22df7974,c31b3236,3d517f89,3e238c9b,1,0,b80bb774,16959,320,50,1916,2,39,100084,117
10047765748070648169,0,14100100,1010,1,d41d8cd9,d41d8cd9,d41d8cd9,197e342c,d41d8cd9,7e5068fc,c728abb7,0e01aba6,c31b3236,a608b9c4,85a6dfac,4,2,e529a9ce,487,320,50,110,2,35,100248,16
10047827674179003435,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,2ece1286,c31b3236,c1aafc7e,e35c0b70,1,0,eb5e48e7,17037,320,50,1934,2,35,-1,16
10047842975839289683,0,14100100,1010,1,d41d8cd9,d41d8cd9,d41d8cd9,197e342c,d41d8cd9,7e5068fc,42ebceab,3cba0ca3,c31b3236,fe546279,d41d8cd9,4,2,dd07de85,11360,320,50,1179,3,559,-1,23
10047854218573501594,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,b7f7a69e,85262c2b,7e5068fc,d41d8cd9,32006057,c31b3236,211499b2,d41d8cd9,1,2,b80bb774,16958,300,250,1916,2,39,100084,117
10047900838368697593,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ad7d56b0,5671ef80,7e5068fc,d41d8cd9,f78bb101,c31b3236,fe546279,5e04d015,1,0,5dae4296,16989,320,50,1926,3,35,100150,13
10047937178978270999,0,14100100,1005,0,fe1972d4,368627a8,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,2b34f027,c31b3236,fe546279,5e04d015,1,0,b80bb774,16958,300,250,1916,2,39,-1,117
10048005357243594260,1,14100100,1005,1,c8e571c1,fb089e2b,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,a4adc93b,c31b3236,211499b2,d41d8cd9,1,2,b80bb774,9270,320,50,865,3,35,-1,23
10048207370308644746,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,5839ccb1,c31b3236,4aab4dc9,cfc4058b,1,0,c12e01f2,17037,320,50,1934,2,35,100148,16
10048210121147325355,0,14100100,1005,0,ffa60702,99856628,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,f84b6c4b,c31b3236,026af9dc,f31425f9,1,0,13b5bfe9,13777,320,50,1447,2,47,-1,13
10048264257009037116,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ea5850c3,85262c2b,a89b3dd2,d41d8cd9,89fad534,c31b3236,fe546279,1f501a69,1,0,e728b477,6640,320,50,581,3,39,-1,23
10048363534005250986,0,14100100,1005,0,477bac29,93fac37f,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,f0504df7,c31b3236,de6df284,1d54842b,1,0,1cd3c693,6563,320,50,572,3,39,-1,32
10048397571779567781,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,8c028807,a0d4b359,688746e6,d41d8cd9,021690ba,c31b3236,4aab4dc9,7fb55ed0,1,0,0b3b97fa,16858,320,50,1887,3,39,-1,23
10048572024003766088,0,14100100,1002,0,a27311e2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d224f705,9797988f,c31b3236,0e8598ac,afefe68c,0,0,0b3b97fa,16723,320,50,1876,2,291,-1,33
10048707370642362845,0,14100100,1005,1,fb5ff023,22cdf439,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,a18ecfb0,c31b3236,0c23a8bf,a7a4ccc5,1,0,13b5bfe9,428,320,50,117,0,175,100081,16
10048730999089779663,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ccb7ff47,85262c2b,688746e6,a902cefa,61d5a822,c31b3236,fe546279,43b215ae,1,0,ab6c0400,17017,320,50,1873,3,35,100034,23
10048852972972644737,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,52c25b30,c31b3236,c1aafc7e,f9d0e05f,1,0,afbe94cd,6279,320,50,536,2,303,-1,33
10048924552330433773,1,14100100,1002,0,61b86513,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,9ec94839,6b997cbb,c31b3236,026af9dc,bbf2466e,0,0,13b5bfe9,428,320,50,117,0,175,100077,16
10048940885973011544,0,14100100,1005,1,2a42cbee,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,b2abd87c,c31b3236,a608b9c4,0399c4ad,1,0,dc634e20,16708,320,50,1875,2,291,-1,33
10049002275307756198,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,ef6e6261,85262c2b,688746e6,69298780,5138484a,c31b3236,c1aafc7e,740d7ac7,1,0,ab6c0400,16688,320,50,1873,3,35,-1,23
10049023396663542356,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,e57eb16e,85262c2b,7e5068fc,2fbda146,51270002,c31b3236,33561003,b4957457,1,3,b80bb774,10942,320,50,1120,0,35,-1,79
10049087157997303457,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,4534b490,c31b3236,fe546279,1c344a58,1,0,c12e01f2,17037,320,50,1934,2,35,100148,16
10049386560186571595,0,14100100,1005,1,b01fd8c0,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d5e862d3,2f3f71f2,36dfa7ba,381f267c,1,0,959848ca,14915,320,50,1623,3,175,100156,42
10049437975569052543,0,14100100,1002,0,ae312467,8cd573d8,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,4bda3135,d4ddeaf2,c31b3236,0c23a8bf,5e2bab0e,0,0,13b5bfe9,10199,320,50,991,3,174,100074,23
10049465598031822583,0,14100100,1005,0,ef7cf045,e55e37d4,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,1445fe6e,c31b3236,fe546279,d3cfe6c8,1,2,13b5bfe9,16208,320,50,1800,3,47,100075,23
10049479496775601112,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,96b8c96a,4f04e5f8,7e5068fc,d41d8cd9,05130fd3,c31b3236,3d517f89,a400f71d,1,0,0b3b97fa,16859,320,50,1887,3,39,-1,23
10049537208109969807,0,14100100,1010,1,d41d8cd9,d41d8cd9,d41d8cd9,197e342c,d41d8cd9,7e5068fc,57b05813,142a89ec,c31b3236,33561003,4b1eb38c,4,2,dc634e20,15541,320,50,1698,3,35,-1,111
10049645827058406460,1,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,016f9cb8,85262c2b,7e5068fc,d41d8cd9,da262c7c,c31b3236,3d517f89,6396cc9d,1,0,fc9fdf08,16838,320,50,1882,3,35,-1,13
10049734418448701620,0,14100100,1005,0,3f88b6d1,1bdb9017,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,1ada32a8,c31b3236,fe546279,b7d24be6,1,0,13b5bfe9,8768,320,50,803,0,167,100081,16
10049765839147424783,0,14100100,1002,0,d41d8cd9,d41d8cd9,d41d8cd9,c289ca97,d41d8cd9,d41d8cd9,58d61605,48095873,c31b3236,fe546279,bf4c5f31,0,0,3605c251,10198,320,50,991,3,174,-1,23
10049791607136893398,0,14100100,1005,1,5fa09cb7,8704e43a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,27698a63,c31b3236,3d517f89,dbe1af4c,1,0,b80bb774,16959,320,50,1916,2,39,-1,117
10049836000514217027,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,866ba1ba,c31b3236,a608b9c4,3d8b6b93,1,0,3d26b0b1,17037,320,50,1934,2,35,100111,16
10049929318220516835,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,96b8c96a,4f04e5f8,7e5068fc,d41d8cd9,2a15f255,c31b3236,3d517f89,a400f71d,1,0,0b3b97fa,16859,320,50,1887,3,39,-1,23
10050283877401812868,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,96b8c96a,4f04e5f8,7e5068fc,d41d8cd9,6cfae6b3,c31b3236,fe546279,d5f733a6,1,0,0b3b97fa,16859,320,50,1887,3,39,-1,23
10050328544956498249,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,ea7eecd3,c31b3236,e389a212,5d6f3f4a,1,0,c12e01f2,17037,320,50,1934,2,35,100148,16
10050346364595702185,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,02ed27d0,c31b3236,fe546279,94a6da70,1,0,32d7508f,17037,320,50,1934,2,35,-1,16
10050363856967015328,1,14100100,1005,0,58cb4eca,368627a8,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,1947def1,c31b3236,dbeb1c32,90e6ac10,1,2,b80bb774,16958,300,250,1916,2,39,100083,117
10050386811339945392,0,14100100,1010,1,d41d8cd9,d41d8cd9,d41d8cd9,197e342c,d41d8cd9,7e5068fc,59701398,be3c606e,c31b3236,c1aafc7e,573ac3be,4,3,74354112,11360,320,50,1179,3,559,-1,23
10050395099902160860,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,f7e369eb,c31b3236,a608b9c4,644b544d,1,0,3d26b0b1,17037,320,50,1934,2,35,100111,16
10050426430454024592,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,bdc0919a,c31b3236,fe546279,0be8545f,1,0,eb5e48e7,17037,320,50,1934,2,35,-1,16
10050464069480321575,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,c079875f,85262c2b,a89b3dd2,d41d8cd9,33656436,c31b3236,33561003,5b299e64,1,0,35ea51ba,487,320,50,110,2,35,-1,16
10050600813174289552,0,14100100,1005,1,fb5ff023,22cdf439,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,0c692c79,c31b3236,026af9dc,789fdcec,1,0,13b5bfe9,16039,320,50,1780,0,1705,100077,48
1005060294185905387,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,55738cc5,85262c2b,7e5068fc,a10f3c22,26b172cd,c31b3236,f3c0fa6b,a95919b4,1,0,eb5e48e7,16017,320,50,1771,3,679,-1,62
10050608736811760581,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,96b8c96a,4f04e5f8,7e5068fc,d41d8cd9,02182282,c31b3236,3d517f89,a400f71d,1,0,0b3b97fa,16859,320,50,1887,3,39,-1,23
1005060933082882028,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,bdc0919a,c31b3236,750379b5,1c151fc7,1,0,eb5e48e7,17037,320,50,1934,2,35,-1,16
10050630756013411703,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,026f8d44,c31b3236,c1aafc7e,740d7ac7,1,0,73bb4387,17037,320,50,1934,2,35,-1,16
10050703487700146953,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,b85d7116,85262c2b,688746e6,19cb5b3f,c4910326,c31b3236,936aa2d5,42d8cccb,1,0,6864f389,16995,320,50,1928,3,39,-1,23
10050712549052195331,0,14100100,1002,0,949afc75,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,9590dd4f,ece4a914,c31b3236,fe546279,d80d7e20,0,0,13b5bfe9,2199,300,50,117,0,175,100075,16
10050750435292264349,0,14100100,1010,1,d41d8cd9,d41d8cd9,d41d8cd9,197e342c,d41d8cd9,7e5068fc,24c61d0c,ed7cda47,c31b3236,0e8598ac,4b723440,5,2,64e1e1cb,487,320,50,110,2,35,-1,16
10051056737653730639,0,14100100,1005,0,70911d3e,1b2a3e65,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,55879a56,c31b3236,750379b5,9019be36,1,0,3d26b0b1,16967,320,50,1919,0,169,100108,17
1005114198957234206,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,204456fa,f156d5b5,7e5068fc,bcf39302,5a6dfd3f,c31b3236,c1aafc7e,64a6d532,1,0,2a6a84e9,6560,320,50,571,3,39,100050,32
10051284133984082215,0,14100100,1002,0,d2992d7d,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,dcbce65f,ca83c2c2,c31b3236,fe546279,2a481dc1,0,0,0b3b97fa,16717,320,50,1876,2,291,-1,33
10051321479964950863,0,14100100,1005,0,cdba2b29,e93e0ecf,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,5ff44a4a,c31b3236,fe546279,9dd9464e,1,0,13b5bfe9,16872,320,50,1893,0,175,100077,95
10051340486332716724,1,14100100,1005,1,5fa09cb7,8704e43a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,26eecd20,c31b3236,211499b2,67a01a87,1,0,b80bb774,16959,320,50,1916,2,39,-1,117
10051354999860445003,0,14100100,1010,1,d41d8cd9,d41d8cd9,d41d8cd9,7bb8a0d7,d41d8cd9,7e5068fc,f513683d,d9607df5,c31b3236,a608b9c4,80438474,4,0,0b3b97fa,16859,320,50,1887,3,39,100202,23
10051498578579678412,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,b5af4389,c31b3236,a608b9c4,7e503f39,1,0,35ea51ba,17037,320,50,1934,2,35,-1,16
10051601332704193926,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,ebda08e4,c31b3236,fe546279,df48c33d,1,2,4f3dd0ff,17037,320,50,1934,2,35,-1,16
10051642776044610600,0,14100100,1005,1,b01fd8c0,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,d5e862d3,2f3f71f2,36dfa7ba,5df26297,1,0,959848ca,14915,320,50,1623,3,175,100156,42
10051894237997364142,0,14100100,1005,0,5872a33e,f5aefe97,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,58bbd908,c31b3236,fe546279,9dd9464e,1,0,13b5bfe9,16208,320,50,1800,3,47,100075,23
10051922396126432589,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,96b8c96a,4f04e5f8,7e5068fc,d41d8cd9,d2e41167,c31b3236,3d517f89,ebc66ede,1,0,0b3b97fa,16859,320,50,1887,3,39,-1,23
1005193789167579793,0,14100100,1005,0,9ec6c3bb,a8427f38,a89b3dd2,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,4162119a,c31b3236,fe546279,543663ac,1,0,13b5bfe9,16870,216,36,1893,0,175,100075,95
10051954163861972804,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,96b8c96a,4f04e5f8,7e5068fc,d41d8cd9,034cf0ea,c31b3236,3d517f89,3e238c9b,1,0,0b3b97fa,16858,320,50,1887,3,39,-1,23
10052009994092938714,0,14100100,1005,0,5fa09cb7,8704e43a,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,c56d765b,c31b3236,33561003,60df1212,1,0,b80bb774,16959,320,50,1916,2,39,-1,117
10052123539428628885,0,14100100,1005,1,09ab1430,a56a5285,7e5068fc,d41d8cd9,d41d8cd9,d41d8cd9,d41d8cd9,b2f13683,c31b3236,f3c0fa6b,a95919b4,1,0,3da770cc,17037,320,50,1934,2,35,-1,16
10052244853662174708,0,14100100,1005,0,d41d8cd9,d41d8cd9,d41d8cd9,b85d7116,85262c2b,688746e6,c8a7878a,a3b3623e,c31b3236,33561003,1c464213,1,0,b80bb774,16861,320,50,1888,3,39,100084,23
